"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
-0.000214913473967,-0.001621738378375,-0.000864217276001,0.000254028160836,-0.001729955678714,NA,NA,NA,NA,NA,NA,NA
0.000214913473967,-0.001406824904408,-0.003704378150362,-0.000649303802034,0.000468941634803,7.4520895443e-05,-0.000499181998171,NA,NA,NA,NA,NA
0.001621738378375,0.001406824904408,-0.002297553245954,0.001875766539211,0.001481345799851,0.001875766539211,0.001875766539211,NA,NA,NA,NA,NA
0.003704378150362,0.002297553245954,-0.001201472798343,0.003778899045805,0.004173319785165,0.004173319785165,-0.020897021460055,NA,NA,NA,NA,NA
0.001201472798343,0.005374792583508,-0.020513550490822,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.014032176610634,-0.025503210446577,0.00976526133938,-0.050672424928051,NA,NA,NA,NA,NA,NA,NA,NA
-0.014032176610634,-0.001118245436837,-0.039535387057211,-0.004266915271254,-0.000752985047868,-0.024493182310079,NA,NA,NA,NA,NA,NA
0.000864217276001,0.000649303802034,0.001118245436837,0.001118245436837,0.000723824697477,0.000365260388969,-0.000865738402713,0.000150121803863,-0.000188185104606,NA,NA,NA
-0.000254028160836,-0.000468941634803,-0.001875766539211,-0.001118245436837,-0.00039442073936,0,-0.00198398383955,-0.000968123632974,0,0,NA,NA
-7.4520895443e-05,-0.001481345799851,-0.003778899045805,-0.000723824697477,0.00039442073936,0.00039442073936,0.00039442073936,-0.000573702893614,0.00039442073936,-0.02467592050586,-0.000507390096799,NA
-0.001875766539211,-0.004173319785165,0,-0.00039442073936,0,-0.02588834307433,0,-0.02507034124522,0,-0.057228915662651,NA,NA
-0.004173319785165,-0.005374792583508,-0.00039442073936,0,-0.02588834307433,-0.02507034124522,0,NA,NA,NA,NA,NA
0.020513550490822,0.02588834307433,0.02588834307433,0.02588834307433,NA,NA,NA,NA,NA,NA,NA,NA
0.025503210446577,0.039535387057211,0.035268471785957,0.038782402009343,0.039535387057211,-0.025169214481474,0.015042204747132,0.018000144289734,NA,NA,NA,NA
-0.00976526133938,0.004266915271254,-0.035268471785957,0.003513930223386,0.002282931431704,-0.060437686267431,-0.020226267038825,-0.027152174260526,-0.044103409946574,NA,NA,NA
0.000752985047868,-0.000365260388969,-0.038782402009343,-0.003513930223386,-0.001230998791682,-0.000215138585106,-0.023740197262211,-0.030666104483912,-0.000553445493575,-0.026605471691348,NA,NA
0.001729955678714,0.000865738402713,0.00198398383955,-0.002282931431704,0.001230998791682,0.001015860206576,0.00198398383955,-0.02943510569223,0.000677553298107,0.00198398383955,-0.000324651901017,NA
0.000499181998171,-0.000150121803863,0.000968123632974,0.000573702893614,0.000215138585106,-0.001015860206576,0.000968123632974,-0.024102217612246,-0.000338306908469,0.000968123632974,6.63127968150001e-05,0.000968123632974
-0.001875766539211,0,-0.00039442073936,0,-0.00198398383955,-0.000968123632974,-0.02507034124522,0,0,-0.000901810836159,-0.057228915662651,-0.002689232313815
0.020897021460055,0.02467592050586,0.02507034124522,0.02507034124522,0.024102217612246,0.02507034124522,0.02507034124522,0.024168530409061,-0.032158574417431,0.023374936873241,NA,NA
0,0,-0.02588834307433,0,-0.02507034124522,-0.057228915662651,-0.015956111728639,NA,NA,NA,NA,NA
-0.039535387057211,-0.064704601538685,-0.024493182310079,-0.03327476782961,-0.028362436803041,-0.021535242767477,-0.087346265552727,NA,NA,NA,NA,NA
0.050672424928051,0.025169214481474,0.060437686267431,0.064704601538685,0.040211419228606,0.033285512006905,0.036342164735644,0.043169358771208,0.016334276320857,0.047786630252342,NA,NA
0.024493182310079,-0.015042204747132,0.020226267038825,0.023740197262211,0.024493182310079,-0.040211419228606,-0.006925907221701,0.023186751768636,0.002957939542602,-0.023877142907749,-0.002865274429137,-0.036606175859809
0.027152174260526,0.030666104483912,0.02943510569223,-0.033285512006905,0.006925907221701,0.030112658990337,0.03141908953178,-0.016951235686048,0.004060632792564,0.029110453791213,0.019980888090351,NA
0.000188185104606,0.000553445493575,-0.000677553298107,0.000338306908469,-0.023186751768636,-0.030112658990337,0.001306430541443,0.000404619705284,-0.026052026197773,-0.001002205199124,0.001306430541443,0.00044069213873
0,-0.00198398383955,-0.000968123632974,0,-0.03141908953178,-0.001306430541443,-0.000901810836159,-0.057228915662651,-0.002308635740567,0,-0.002689232313815,-0.008856538420166
0.000507390096799,-6.63127968150001e-05,0.000901810836159,-0.024168530409061,-0.000404619705284,0.000901810836159,-0.056327104826492,0.000901810836159,-0.001787421477656,-0.00079359353582,-0.018460661823312,NA
0.057228915662651,0.057228915662651,0.032158574417431,0.057228915662651,0.057228915662651,0.056327104826492,0.054539683348836,0.055533511290672,0.041272803934012,0.055389221556887,NA,NA
-0.006044400629518,-0.011940191473341,-0.020581591308402,-0.054537631324178,-0.027940367731459,-0.037283127994066,NA,NA,NA,NA,NA,NA
0.006044400629518,-0.005895790843823,-0.000983459817254,-0.04849323069466,-0.021895967101941,-0.017871838748015,-0.060950243510657,NA,NA,NA,NA,NA
0.03327476782961,0.011940191473341,0.005895790843823,0.004912331026569,0.011739525062133,-0.016000176258118,-0.011976047904192,-0.054071497723117,-0.0369943325239,NA,NA,NA
0.028362436803041,-0.036342164735644,0.000983459817254,-0.004912331026569,0.006827194035564,-0.020007888414787,-0.016888378930761,-0.058983828749686,0.011444465516698,0.009568698977487,NA,NA
-0.018000144289734,0.021535242767477,-0.043169358771208,-0.002957939542602,-0.011739525062133,-0.006827194035564,-0.026835082450351,-0.005823213971739,-0.06581102278525,0.004617271481134,-0.039564115402411,0.007599983658753
0.044103409946574,-0.016334276320857,0.023877142907749,0.016951235686048,0.020007888414787,0.026835082450351,0.021011868478612,0.046061689477261,0.031452353931485,-0.01272903295206,0.036932123776399,0.02972087712606
0.026605471691348,0.002865274429137,-0.004060632792564,0.026052026197773,0.005823213971739,-0.021011868478612,0.025049820998649,0.027358456739216,-0.033740901430672,0.015920255297787,0.026492718336503,0.024256227462829
