"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
-0.00474429168533688,-0.0036419593375825,-0.0218332967260577,0.546696314290314,0.00661450194274523,0.213771187060576,0.072946522629307,-0.0121777669338444,0.0226800469111654,0.00811200966528718,0.279761348302241,-0.0250563062298695,0.20607923550085,0.00532335479769735,0.00732870405833487,0.362392053014558,0.0420594376751027,0.0197197118817265,0.222993323183933,0.0520925909325908,-0.0371208172691106,0.0517524642243405,-0.00860744702271406,-0.0121775983785435,0.226578574536295,0.0183289352766816,0.842878690032587,0.198678369975149,0.0740850991837023,0.161084507789545
-0.00572827027494898,-0.00375628577022508,-0.0220492104216972,0.534128150697367,0.00538677065352731,0.219132248505545,0.0705068182226764,-0.0126551908314846,0.0227860496564271,0.00885662124717942,0.271887671187035,-0.0251907143193751,0.211211325693983,0.00493144021067081,0.00579689379045521,0.363470776500574,0.041968548003675,0.0204749468555144,0.227913615188076,0.0527901919560669,-0.0369483967312622,0.0511206781459862,-0.00901683132987034,-0.0116473480281061,0.217689230115455,0.0172441120283425,0.840841159527264,0.201737142956653,0.0698053497650197,0.15864950346881
-0.00669044832111467,-0.0039139127080884,-0.0223374961119657,0.522147678211723,0.00415835219346902,0.224755863415498,0.0679841401782123,-0.0131042428316739,0.0230583439192152,0.00967198721475662,0.264249958930166,-0.0254055958224365,0.216479365464603,0.00448374021634128,0.00440107559581057,0.364289120505017,0.041759665532115,0.0212161641246666,0.233250246626276,0.053423369398257,-0.0368859184757998,0.0503552487037497,-0.0094816121053732,-0.0111498189090787,0.209237822411269,0.0161028246695668,0.83892697751416,0.204728402527674,0.0656794482193295,0.155985679106294
-0.00763149428417456,-0.00411372018872969,-0.0226954327425871,0.510747354228762,0.00293048685120235,0.230643312123493,0.0653861047961204,-0.0135259877873648,0.023494326218482,0.0105614471135216,0.256844395958593,-0.0256976673531804,0.221877113612387,0.00398200788524538,0.00313422547685851,0.364830934156011,0.0414364146153319,0.0219485937304094,0.239006089954915,0.0539962585922148,-0.0369281511480887,0.049459811289572,-0.00999944544183463,-0.0106798526160153,0.201207625275254,0.014908283036624,0.837149099952172,0.207638683151354,0.0617040021095088,0.153116054406711
-0.00945294086863873,-0.00463598757589281,-0.0236096910776197,0.489643212715841,0.000481149177987959,0.243212535022362,0.059991598958663,-0.0142912304556468,0.0248495342978829,0.0125770593767057,0.242715434493787,-0.026501200831685,0.233029568056521,0.00282301611053364,0.000961290642216996,0.365039771326605,0.0404632366954141,0.0234077427186979,0.251788128907237,0.0549779688584062,-0.0373069318478984,0.0472960059397946,-0.0111851033103801,-0.00980216467334581,0.186347046233922,0.0123719118001512,0.834060577425872,0.213155192674882,0.0541909886234622,0.146848222121302
-0.00132972102693848,-0.00159712905997405,-0.018856536324225,0.567025511886381,0.0113958706174114,0.190413066217667,0.0834254818817453,-0.0105713835350195,0.0184817468036309,0.00446018309512659,0.297535002003932,-0.0221563022133318,0.187211629430725,0.00803680157923826,0.00978774658560277,0.356433573266728,0.043806225803993,0.0178847501085242,0.195625156069533,0.0502738866079374,-0.0340197447303252,0.0561704547051951,-0.00597999542448718,-0.0121745901085533,0.245247493752054,0.0238081186203349,0.812297238298998,0.188892495393882,0.0857237270915121,0.170880339780116
-0.00237985008777036,-0.00157124222177976,-0.0188489999855196,0.552840278828317,0.0101592540688166,0.194911777699065,0.0811987738293258,-0.0111190857697887,0.0181096849835369,0.00498667371999593,0.288978203616931,-0.0220605028827361,0.191875255084866,0.00781354148061709,0.00788416837269965,0.358186322367421,0.0441086830961388,0.0186910149186606,0.199216523261357,0.0511997442879684,-0.0335266252331339,0.0559553193347887,-0.00622479413182046,-0.0115508508631976,0.235133664555151,0.0228759413951275,0.81000810653369,0.192126286739616,0.0809986436115652,0.169151098595544
-0.00440522679617027,-0.00165561980139954,-0.0190674630339426,0.526239563939464,0.00767774266419357,0.204677484548514,0.0764404945350138,-0.0121193475823748,0.017872990181034,0.00622101854929847,0.272616162957308,-0.0221294972585826,0.201654278644665,0.00718682688586603,0.00453795100858442,0.361034188047621,0.0443398625327192,0.0202275511584053,0.207602519578329,0.0528385449815663,-0.0329019341897653,0.0550992156152514,-0.00689574011569528,-0.0104376540235818,0.216347650050688,0.0208196066022696,0.805724825528748,0.198496321202685,0.0720399178499413,0.164825354588093
-0.00538232198100701,-0.00176297482138645,-0.019288025068996,0.513837491182132,0.00643510932805764,0.209951618106004,0.0739271679975401,-0.0125751619494616,0.0180012383216904,0.00693448283269747,0.264798950820034,-0.0222872950286639,0.206766951922115,0.00678718732157756,0.00307916598711441,0.362090604696381,0.0442716460676542,0.0209670545126945,0.212404383023518,0.0535566570743518,-0.0327598190213309,0.0544617381658511,-0.00731733690642012,-0.00993830951263794,0.207639420585743,0.0197018419948744,0.803732120288476,0.201613027516488,0.0677986384085357,0.162271630606198
-0.00633656924886557,-0.00191207725482261,-0.0195790376567523,0.502029042171395,0.00519297669992953,0.215489321350448,0.071335695116172,-0.0130030716491708,0.0182894890307186,0.00771625127664365,0.257218653665251,-0.0225225613516868,0.212022760924506,0.00633254235056643,0.00175315415622839,0.362873315854559,0.0440849622607566,0.0216945209447007,0.217615638190826,0.0542126717478318,-0.032723772459897,0.0536885015299523,-0.00779313256700475,-0.00947013194127133,0.199364049169756,0.0185288220993605,0.801853801155868,0.204667951026433,0.0637115072968809,0.159490289521458
-0.00726855330149846,-0.00210181704600374,-0.0199376781031601,0.49080411744158,0.00395268784920532,0.221291724794793,0.0686738365388721,-0.0134040723073951,0.0187349772397429,0.00856967679626069,0.249871831386355,-0.0228318905816818,0.217415274075775,0.0058246929691422,0.000552839440084646,0.363363822136868,0.043783754800861,0.022415520613585,0.223238752737581,0.0548112222972524,-0.0327883164101134,0.0527832998552723,-0.00832069357161064,-0.0090277905660395,0.191504433744332,0.017303904088969,0.800105924934936,0.207646420905127,0.0597752331040544,0.156506629012718
