"ID","NLCDDecid","NLCDMixed","NLCDConif","NLCDWwet","X","Y"
44,0.305030657248378,0.119007493994048,0.013876438739288,0.041916167664671,422509.50635586,706713.434460587
45,0.44598228692316,0.17781204058948,0.059629244505002,0.075872207680447,427509.506355848,706713.434460587
46,0.465731188225958,0.210482649159512,0.071243056056562,0.049274944087728,432509.506355835,706713.434460587
47,0.516368460683424,0.197066943956399,0.07884829144107,0.045250815733802,437509.506355822,706713.434460587
48,0.581770590555416,0.097888056222884,0.051561547563556,0.087346265552727,442509.506355809,706713.434460587
49,0.803188803116658,0.049311016521175,0.045956280210663,0.016917971286343,447509.506355796,706713.434460587
50,0.623077198895622,0.126107067302521,0.098174907669691,0.061099358169888,452509.506355783,706713.434460587
51,0.49241636487504,0.111119079206856,0.04639822152103,0.011438201441429,457509.506355771,706713.434460587
52,0.081740134189452,0.073695981530914,0.008945963494697,0.000865738402713,462509.506355758,706713.434460587
53,0.279751873498512,0.02054573487755,0.006669296138262,0.008856538420166,467509.506355745,706713.434460587
54,0.28828570404102,0.057011725052888,0.039477930366811,0.019362472659471,472509.506355732,706713.434460587
55,0.015078277180579,0.013851814443402,0.027992208354376,0.001839694105764,477509.506355719,706713.434460587
56,0.114277469158069,0.029290815958445,0.021679532501263,0.037010316715966,407509.506355899,701713.4344606
57,0.196919414183681,0.090830387417935,0.031058365197316,0.15420965298319,412509.506355886,701713.4344606
58,0.390659021628683,0.180541442879954,0.060494992016258,0.168384380897082,417509.506355873,701713.4344606
59,0.496681336122935,0.166979294423202,0.058112690282086,0.090397518216579,422509.50635586,701713.4344606
60,0.59613303513455,0.154137508116298,0.042168674698795,0.058617704350335,427509.506355848,701713.4344606
61,0.631804325736682,0.057664392509798,0.042422702859631,0.088329220496444,432509.506355835,701713.4344606
62,0.557102662145588,0.060673833056778,0.170406175600606,0.07026910035351,437509.506355822,701713.4344606
63,0.679496428829089,0.071098766322776,0.065435394271698,0.018793737825554,442509.506355809,701713.4344606
64,0.648679053563652,0.145558136159094,0.081833357526492,0.013935259108724,447509.506355796,701713.4344606
65,0.557788038381069,0.144614385686458,0.092381502056129,0.018649448091768,452509.506355783,701713.4344606
66,0.085347377534088,0.025539282880023,0.007322703989611,0.003102229276387,457509.506355771,701713.4344606
67,0.152308027289882,0.213383655102337,0.092030773697198,0.047938742923501,462509.506355758,701713.4344606
68,0.080694033619508,0.179893225596999,0.05807661784864,0.102337493687324,467509.506355745,701713.4344606
69,0.253469109684822,0.010613503531858,0.011760909319086,0.050700993223135,352509.50635604,696713.434460613
70,0.028208642955054,0.011218526801818,0.014032176610634,0.018685520525215,357509.506356027,696713.434460613
71,0.011689196457385,0.001505970095737,0.005521890351034,0.011976047904192,362509.506356014,696713.434460613
72,0.079720077916456,0.012444989538994,0.003499026044297,0.001046100569944,387509.50635595,696713.434460613
73,0.28172397719531,0.071318440962387,0.020904299186059,0.015956111728639,392509.506355937,696713.434460613
74,0.419591953816917,0.178170604897988,0.115134999462154,0.072358277457062,397509.506355924,696713.434460613
75,0.652983190246014,0.111175239881682,0.091191111752399,0.048733857586033,402509.506355912,696713.434460613
76,0.365879020402309,0.21517444153609,0.173401699594822,0.129979561834415,407509.506355899,696713.434460613
77,0.473125605077271,0.112051346408978,0.024669224425401,0.036896267345548,412509.506355886,696713.434460613
78,0.631159368010966,0.110886660414112,0.023483154173581,0.017603347521824,417509.506355873,696713.434460613
79,0.644519344544444,0.087238696260174,0.094983685323963,0.023665244361576,422509.50635586,696713.434460613
80,0.453153573093334,0.07472480189322,0.223457277062641,0.022230987127541,427509.506355848,696713.434460613
81,0.224370536036361,0.087764230574995,0.497511002092201,0.013310727941707,432509.506355835,696713.434460613
82,0.26817024633368,0.032952059951952,0.426404675678583,0.027681164616874,437509.506355822,696713.434460613
83,0.609559324464843,0.034565599340242,0.147728495105597,0.039693068951917,442509.506355809,696713.434460613
84,0.491017964071856,0.207885433951374,0.117632205468581,0.070918404155544,447509.506355796,696713.434460613
85,0.196421528201083,0.128366022446126,0.086449854781455,0.092581304456954,452509.506355783,696713.434460613
86,0.007565706909534,0.006418301122306,0.006203162537201,0,457509.506355771,696713.434460613
87,0.032717697135849,0.043755861770435,0.017386912921146,0.001442897337854,462509.506355758,696713.434460613
88,0.54123079142919,0.046244859678234,0.071711997691364,0.091732198254094,342509.506356065,691713.434460626
89,0.573165047151207,0.063896159776256,0.005019900319122,0.058912115887985,347509.506356052,691713.434460626
90,0.239628527376385,0.037505826670013,0.023772813654129,0.08910323066442,352509.50635604,691713.434460626
91,0.373998989971863,0.034918115576077,0.039499314623765,0.161460212105909,357509.506356027,691713.434460626
92,0.310731829753666,0.0164222453297,0.016171250313744,0.152067123238553,362509.506356014,691713.434460626
93,0.326544515758901,0.030047689053032,0.009537810606332,0.046434077951881,367509.506356001,691713.434460626
94,0.37443185917322,0.046461294278912,0.005663372051079,0.007647355890628,372509.506355988,691713.434460626
95,0.411058123274409,0.072896123919825,0.034278747893435,0.040123346122127,377509.506355976,691713.434460626
96,0.232672379791316,0.15443364767471,0.11129836136111,0.048549607372082,382509.506355963,691713.434460626
97,0.393405959166005,0.117379698434456,0.154498232450761,0.025106413678667,387509.50635595,691713.434460626
98,0.462978235146474,0.062928036143282,0.03409946573918,0.012621463659507,392509.506355937,691713.434460626
99,0.425544121338162,0.118971637563197,0.137043278712037,0.074473806877263,397509.506355924,691713.434460626
100,0.34023519226607,0.192807156770796,0.167628598225236,0.073263112329558,402509.506355912,691713.434460626
101,0.284090501631468,0.163684606834236,0.209114704722292,0.108573272616444,407509.506355899,691713.434460626
102,0.336548459966295,0.169529205062928,0.110975653483452,0.143820144142852,412509.506355886,691713.434460626
103,0.672678738907727,0.089712141981098,0.084048769930019,0.042132602265349,417509.506355873,691713.434460626
104,0.749255979059844,0.045394241457205,0.0328444906594,0.022338556420094,422509.50635586,691713.434460626
105,0.638423751299796,0.032055649180681,0.128688730323784,0.016314676037147,427509.506355848,691713.434460626
106,0.379373782555371,0.076689993506962,0.365594112978862,0.010028136498088,432509.506355835,691713.434460626
107,0.483739108609129,0.068127218616659,0.276632364014486,0.008892394851017,437509.506355822,691713.434460626
108,0.593101222704292,0.095593244648428,0.108107139015382,0.024489942271146,442509.506355809,691713.434460626
109,0.376740494913787,0.238186278046317,0.105584012697497,0.089423562513527,447509.506355796,691713.434460626
110,0.267488974147513,0.110724658467496,0.137724550898204,0.01685252249991,452509.506355783,691713.434460626
111,0.681993032370446,0.064994919436783,0.026056031354333,0.079801132239803,342509.506356065,686713.434460639
112,0.575824255104249,0.099163119544044,0.007358776423057,0.197965514753625,347509.506356052,686713.434460639
113,0.40971069908376,0.0039679676791,0.001226462737176,0.430632710482649,352509.50635604,686713.434460639
114,0.192371897227464,0.024241544491218,0.015277979387429,0.627739875163304,357509.506356027,686713.434460639
115,0.546641656446144,0.059050573551692,0.037443185917322,0.120409782843951,362509.506356014,686713.434460639
116,0.706298246879735,0.054577591804343,0.021030228699228,0.040328980593031,367509.506356001,686713.434460639
117,0.628030193061402,0.043946871824648,0.039773552039483,0.040209028886631,372509.506355988,686713.434460639
118,0.413967246230431,0.097215208137941,0.119616189308131,0.051114638193493,377509.506355976,686713.434460639
119,0.272563307120698,0.1209147969122,0.255645335834355,0.086068826203016,382509.506355963,686713.434460639
120,0.180069676295544,0.056757149078241,0.147009725649586,0.035491363042532,387509.50635595,686713.434460639
121,0.335870427819061,0.093824399393983,0.103311449390376,0.020885938965443,392509.506355937,686713.434460639
122,0.327681985426737,0.176790996320612,0.183428324074742,0.088088882476012,397509.506355924,686713.434460639
123,0.147300043547685,0.136050224996371,0.19451299172594,0.053781390622732,402509.506355912,686713.434460639
124,0.137291681696847,0.181624702402424,0.258531130510064,0.151396003174374,407509.506355899,686713.434460639
125,0.262787677656735,0.141584301276964,0.254238510929947,0.093499747492966,412509.506355886,686713.434460639
126,0.466286834083321,0.124582668021484,0.111264334446219,0.079873711714327,417509.506355873,686713.434460639
127,0.543503354736311,0.037479258350768,0.118425799004401,0.046569511579251,422509.50635586,686713.434460639
128,0.597034845970709,0.0604573984561,0.144470095952673,0.014068249044081,427509.506355848,686713.434460639
129,0.503701553200755,0.051095950065322,0.22982290608216,0.016475540717085,432509.506355835,686713.434460639
130,0.447803188803117,0.054974388572253,0.263004112257413,0.016376884784648,437509.506355822,686713.434460639
131,0.389726570954477,0.190065651828872,0.097179135704495,0.036577447514609,442509.506355809,686713.434460639
132,0.460553055595878,0.139243721875454,0.034983306720859,0.02710843373494,447509.506355796,686713.434460639
133,0.011867830603853,0.001334680037515,0.002236490873674,0.000757521102374,452509.506355783,686713.434460639
134,0.177311656263609,0.029939033241399,0.007185367977936,0.1904122514153,462509.506355758,686713.434460639
135,0.051078565760046,0.007611283457182,0.003390808743958,0.27591804343121,467509.506355745,686713.434460639
136,0.499963927566554,0.019875910828945,0.06431714883486,0.053098622033042,342509.506356065,681713.434460651
137,0.354942808992793,0.009358528452078,0.038402237441285,0.419591953816917,347509.506356052,681713.434460651
138,0.275771809674065,0.014127433755244,0.050951988239091,0.38359209724264,352509.50635604,681713.434460651
139,0.312315128778587,0.080585816319169,0.082136930957362,0.312531563379266,357509.506356027,681713.434460651
140,0.35648463551938,0.093083294488867,0.097063358313313,0.048155186632723,362509.506356014,681713.434460651
141,0.375058266700133,0.12811502743017,0.112158915701531,0.034529742909391,367509.506356001,681713.434460651
142,0.372483947767116,0.156626506024096,0.143171488348604,0.061900295793954,372509.506355988,681713.434460651
143,0.300943024131378,0.113270465057908,0.119581196887662,0.04231058840403,377509.506355976,681713.434460651
144,0.215282010828642,0.066406109935817,0.153465524041737,0.051023701100792,382509.506355963,681713.434460651
145,0.393045234831542,0.091118966885506,0.056994444845249,0.029471178125676,387509.50635595,681713.434460651
146,0.475312847359174,0.138764387392879,0.099824303488831,0.140485496073721,392509.506355937,681713.434460651
147,0.614184804044605,0.125354082254652,0.117931801068522,0.063573451898598,397509.506355924,681713.434460651
148,0.566228987807518,0.121960897482144,0.059339153019263,0.115576076762138,402509.506355912,681713.434460651
149,0.238624547312561,0.109039406217505,0.105848183871777,0.125318225823802,407509.506355899,681713.434460651
150,0.302735845673922,0.11334217791961,0.145146832084334,0.133350066334397,412509.506355886,681713.434460651
151,0.666690714955631,0.056741937811125,0.045234831541736,0.042132602265349,417509.506355873,681713.434460651
152,0.34128150883861,0.066800530675177,0.036214995159382,0.056832442898634,422509.50635586,681713.434460651
153,0.410807128258453,0.072429990318764,0.147620925813045,0.040051633260425,427509.506355848,681713.434460651
154,0.637904913065435,0.036649592381502,0.155977202222062,0.025503210446577,432509.506355835,681713.434460651
155,0.458890602029474,0.065545555595396,0.156656746387465,0.025960055936032,437509.506355822,681713.434460651
156,0.414715479221198,0.11456129656854,0.057621284377353,0.036250851590233,442509.506355809,681713.434460651
157,0.28334896472116,0.058004472981747,0.020633431931318,0.060601688189885,447509.506355796,681713.434460651
158,0.050700993223135,0.006525870414859,0.001183262218079,0.001792821542544,452509.506355783,681713.434460651
159,0.338484707232242,0.169959482233139,0.02588834307433,0.109111119079207,457509.506355771,681713.434460651
160,0.57293846042854,0.182887237573047,0.040906139528173,0.127660341966669,462509.506355758,681713.434460651
161,0.180931550073506,0.106744594643049,0.047975904478468,0.429524185162609,467509.506355745,681713.434460651
162,0.239269963067876,0.19427014235003,0.026139338090286,0.122844132095091,472509.506355732,681713.434460651
163,0.057896255681408,0.019695548661713,0,0.000468941634803,477509.506355719,681713.434460651
164,0.018537774749901,0.004446197425508,0,0,482509.506355707,681713.434460651
165,0.471178125676358,0.017314768054253,0.148979150133468,0.160269821802179,342509.506356065,676713.434460664
166,0.597332281544695,0.009681236329736,0.0924020223027,0.118577216823837,347509.506356052,676713.434460664
167,0.451540033705045,0.029760837606225,0.141632901860949,0.089605220696332,352509.50635604,676713.434460664
168,0.252795613592093,0.134514104321478,0.244174301998413,0.077375369742443,357509.506356027,676713.434460664
169,0.331277564631217,0.151995410376851,0.111943777116426,0.09731435332927,362509.506356014,676713.434460664
170,0.420811072465847,0.129979561834415,0.076194915558105,0.110258524866435,367509.506356001,676713.434460664
171,0.569547651684583,0.082714089892504,0.053567563667845,0.062369237428757,372509.506355988,676713.434460664
172,0.426548101401986,0.187564989780917,0.062784610419879,0.12280827566424,377509.506355976,676713.434460664
173,0.428054071497723,0.149736455233246,0.06117107103159,0.164975438344867,382509.506355963,676713.434460664
174,0.277829882403867,0.207668999350696,0.05926700815237,0.36739773465118,387509.50635595,676713.434460664
175,0.397289253827674,0.093477715228226,0.110545376313242,0.278747893434688,392509.506355937,676713.434460664
176,0.605041414177633,0.025780773781778,0.098067338377138,0.085804439026139,397509.506355924,676713.434460664
177,0.643676502416853,0.048769930019479,0.026729673183753,0.100966741216362,402509.506355912,676713.434460664
178,0.554232851661946,0.086700849797411,0.070601312345369,0.088780522786762,407509.506355899,676713.434460664
179,0.475025995912367,0.106672881781347,0.041342464771057,0.07063716877622,412509.506355886,676713.434460664
180,0.711817329197028,0.03488204314263,0.009775629463964,0.054180795036433,417509.506355873,676713.434460664
181,0.521890351034458,0.118003513930223,0.062354333249668,0.039191078920004,422509.50635586,676713.434460664
182,0.571730789917172,0.057370289361397,0.143569149126896,0.03736240094661,427509.506355848,676713.434460664
183,0.583651973162109,0.067996537046389,0.056958372411803,0.037407113483876,432509.506355835,676713.434460664
184,0.308867295349421,0.131700670515257,0.057549571515651,0.090967765068665,437509.506355822,676713.434460664
185,0.281974972211266,0.180752267919251,0.062784610419879,0.14087991681308,442509.506355809,676713.434460664
186,0.168602553928288,0.145516196522617,0.055767982108073,0.157997258495058,447509.506355796,676713.434460664
187,0.292767757897379,0.141238481121589,0.042956004159346,0.057442002223099,452509.506355783,676713.434460664
188,0.326401090035498,0.246656387823156,0.048155186632723,0.09405141812184,457509.506355771,676713.434460664
189,0.480160161604502,0.240386696486545,0.038669648654498,0.176177764952024,462509.506355758,676713.434460664
190,0.412348954785041,0.22342142063179,0.068880203664527,0.217827817419054,467509.506355745,676713.434460664
191,0.511814693965363,0.257771881386927,0.051920111872064,0.030836530531751,472509.506355732,676713.434460664
192,0.771336844383522,0.136606305461366,0.01724262318736,0.010857802467354,477509.506355719,676713.434460664
193,0.695614758506938,0.112445767148338,0.011725052888236,0.017211086808419,482509.506355707,676713.434460664
194,0.406934633726559,0.070529599483667,0.018573631180752,0.045358385026354,487509.506355694,676713.434460664
195,0.805533511290672,0.092309357189236,0.009306687829161,0.037407113483876,492509.506355681,676713.434460664
196,0.658431639714583,0.09735020976012,0.023485962207322,0.192477320807487,497509.506355668,676713.434460664
197,0.343736391348527,0.023878647118595,0.153941065466686,0.110901437073596,342509.506356065,671713.434460677
198,0.394488132169396,0.045234831541736,0.131880816679893,0.06363177259938,347509.506356052,671713.434460677
199,0.480304451338287,0.113988889690499,0.149339874467932,0.075860327537696,352509.50635604,671713.434460677
200,0.369393235592974,0.210153868485992,0.096675860066773,0.129445492814632,357509.506356027,671713.434460677
201,0.335726138085275,0.219608974821441,0.071026621455883,0.1719572902388,362509.506356014,671713.434460677
202,0.337998701392396,0.221881538128562,0.074381357766395,0.176935286054397,367509.506356001,671713.434460677
203,0.479605167658586,0.207867615038467,0.048265350558862,0.148279866453767,372509.506355988,671713.434460677
204,0.370608181227906,0.147067311160811,0.055082605872592,0.272491162253806,377509.506355976,671713.434460677
205,0.388247601183176,0.172714811341173,0.060962412524349,0.229276386985066,382509.506355963,671713.434460677
206,0.417404557991,0.098490346929888,0.042967048918566,0.113042531572071,387509.50635595,671713.434460677
207,0.627227472765313,0.061070629824688,0.021174518433013,0.066986508909891,392509.506355937,671713.434460677
208,0.424031455161965,0.079395426015439,0.245148257701465,0.059014501118245,397509.506355924,671713.434460677
209,0.356909565974742,0.068442444476702,0.15463057047467,0.064668311801423,402509.506355912,671713.434460677
210,0.558942356251353,0.049527451121853,0.090108938749008,0.035964216146021,407509.506355899,671713.434460677
211,0.643496140249621,0.038417141620374,0.040689704927494,0.053170766899935,412509.506355886,671713.434460677
212,0.526092321091595,0.078385832486573,0.025293946871825,0.044164610248222,417509.506355873,671713.434460677
213,0.687829160955198,0.099956713079864,0.029326888391891,0.032429117668278,422509.50635586,671713.434460677
214,0.424139672462304,0.120193348243272,0.028389005122286,0.072613808527523,427509.506355848,671713.434460677
215,0.31887792132385,0.131659166787632,0.08118014225577,0.087676005225722,432509.506355835,671713.434460677
216,0.24211817329197,0.083976625063127,0.037948199985571,0.05569583724118,437509.506355822,671713.434460677
217,0.166546425221845,0.073984560998485,0.035387057210879,0.045667700743092,442509.506355809,671713.434460677
218,0.300878211641748,0.112425606038612,0.071708520830309,0.084881695456525,447509.506355796,671713.434460677
219,0.296010388860833,0.24132457975615,0.067130798643677,0.085491667267874,452509.506355783,671713.434460677
220,0.310114710338359,0.36104898636462,0.083219103960753,0.108289445205974,457509.506355771,671713.434460677
221,0.622623022209319,0.201262882856728,0.035019596458122,0.068006967629554,462509.506355758,671713.434460677
222,0.367578096818411,0.319529615467859,0.093175095591949,0.153055335112907,467509.506355745,671713.434460677
223,0.55728302431282,0.27472765312748,0.048337060818123,0.014789697713008,472509.506355732,671713.434460677
224,0.59631296269415,0.186819567426332,0.133219625489911,0.00504427347946,477509.506355719,671713.434460677
225,0.665031383017098,0.11377245508982,0.025142486112113,0.004004040112546,482509.506355707,671713.434460677
226,0.61535964216146,0.069259072217012,0.013238583074814,0.016954043719789,487509.506355694,671713.434460677
227,0.584845405719263,0.077986645376687,0.025003628973726,0.071708520830309,492509.506355681,671713.434460677
228,0.705901450111825,0.043467282302864,0.015294711781257,0.131087223144073,497509.506355668,671713.434460677
229,0.521715604934709,0.048337060818123,0.00624053098622,0.178522473126037,502509.506355655,671713.434460677
230,0.400764735589063,0.032032320900368,0.050393189524565,0.334571820214992,342509.506356065,666713.43446069
231,0.598623113055326,0.102800387249453,0.058840403026283,0.117537380329162,347509.506356052,666713.43446069
232,0.547993832693894,0.084011617483596,0.077019613467675,0.143676718419449,352509.50635604,666713.43446069
233,0.490801529471178,0.118029002236491,0.059375225452709,0.228554938316139,357509.506356027,666713.43446069
234,0.163935601850192,0.106170891749435,0.071712861701746,0.476029975976191,362509.506356014,666713.43446069
235,0.210907526264836,0.132525368424827,0.076194915558105,0.397683674567034,367509.506356001,666713.43446069
236,0.327213043791934,0.139059230935719,0.03567563667845,0.377317653848929,372509.506355988,666713.43446069
237,0.28541718957295,0.168740363584209,0.051167126824196,0.342679909641794,377509.506355976,666713.43446069
238,0.383233532934132,0.245939259206139,0.081967800925096,0.147513356520492,382509.506355963,666713.43446069
239,0.512372844672102,0.132746555082606,0.052341100930669,0.090938604718274,387509.50635595,666713.43446069
240,0.641399835060418,0.046075513643372,0.07967298935064,0.078418014270859,392509.506355937,666713.43446069
241,0.419233389508408,0.111836207823873,0.193624726594715,0.061350353185844,397509.506355924,666713.43446069
242,0.072397373926845,0.13112329557752,0.242226390592309,0.009126325661929,402509.506355912,666713.43446069
243,0.144788267775826,0.049983864606117,0.335221772024813,0.012693176521209,407509.506355899,666713.43446069
244,0.553228871598121,0.069704901574097,0.214600738642476,0.028649288249848,412509.506355886,666713.43446069
245,0.783529326888392,0.039030372988962,0.01843301349109,0.040617560060602,417509.506355873,666713.43446069
246,0.539244863566281,0.149198608770483,0.045860375058267,0.091613180823981,422509.50635586,666713.43446069
247,0.508659328050486,0.115170855893004,0.036573559467891,0.070063465882606,427509.506355848,666713.43446069
248,0.402063343193132,0.151504220474713,0.057932328114855,0.071134838756222,432509.506355835,666713.43446069
249,0.259026856466707,0.083545483882534,0.066370253504966,0.06694395639858,437509.506355822,666713.43446069
250,0.417440567965865,0.134927749291835,0.06038222955287,0.065975832765607,442509.506355809,666713.43446069
251,0.300230863574057,0.182310078637905,0.090361445783133,0.075643892937018,447509.506355796,666713.43446069
252,0.382659830040518,0.200329879163828,0.059163110903941,0.062784610419879,452509.506355783,666713.43446069
253,0.404209544981892,0.282799670120836,0.043888271361469,0.058015705116713,457509.506355771,666713.43446069
254,0.603491811557608,0.284358992857658,0.006456965586898,0.039968256258567,462509.506355758,666713.43446069
255,0.416580013625444,0.358134031338521,0.070063465882606,0.069955896590053,467509.506355745,666713.43446069
256,0.411667682598874,0.361325253684248,0.107354153967514,0.068844347233676,472509.506355732,666713.43446069
257,0.704169973306399,0.172498376740495,0.034665608541952,0.031599451699012,477509.506355719,666713.43446069
258,0.554196995231095,0.192441464376636,0.015776829574384,0.052242819749722,482509.506355707,666713.43446069
259,0.408799168130804,0.185772168238374,0.036573559467891,0.13306321488759,487509.506355694,666713.43446069
260,0.656698650890989,0.121095159079432,0.019984128129284,0.082100858523916,492509.506355681,666713.43446069
261,0.737925346910968,0.063681021191151,0.004482053856359,0.052099394026319,497509.506355668,666713.43446069
262,0.637850048406182,0.035533722973215,0.00616730610635,0.071569435978343,502509.506355655,666713.43446069
263,0.366928793016377,0.063198903398023,0.025178558545559,0.133756583219104,507509.506355643,666713.43446069
264,0.221737248394777,0.011182454368372,0.02478176177765,0.564389293701753,342509.506356065,661713.434460703
265,0.298074509663308,0.086163003334648,0.119581196887662,0.26860052350389,347509.506356052,661713.434460703
266,0.457563914087992,0.173222417440568,0.078346301409158,0.149808168094948,352509.50635604,661713.434460703
267,0.442500541086502,0.139888896904985,0.023050284972224,0.267008152369959,357509.506356027,661713.434460703
268,0.378141919753308,0.172577001685252,0.056007744989064,0.249345620136972,362509.506356014,661713.434460703
269,0.609666893757395,0.062461902542221,0.006490013984008,0.160063107318298,367509.506356001,661713.434460703
270,0.342904552341101,0.119363682274006,0.01605223288363,0.407474208210086,372509.506355988,661713.434460703
271,0.383412815088386,0.20287568575424,0.024597511563699,0.244289863386998,377509.506355976,661713.434460703
272,0.410914697551006,0.137007422281186,0.035497866542364,0.126788339488687,382509.506355963,661713.434460703
273,0.196558689849217,0.146057283024313,0.236166221773321,0.127588197099776,387509.50635595,661713.434460703
274,0.208827853275485,0.193373731578759,0.209760120477608,0.078346301409158,392509.506355937,661713.434460703
275,0.140234501057765,0.147728495105597,0.192405607945785,0.078238732116605,397509.506355924,661713.434460703
276,0.126722458697064,0.067996537046389,0.282447153885001,0.013310727941707,402509.506355912,661713.434460703
277,0.158808132238517,0.116174835956829,0.416185592886084,0.022230987127541,407509.506355899,661713.434460703
278,0.271218042956004,0.201441428520205,0.2936283122378,0.022948115744559,412509.506355886,661713.434460703
279,0.612257412885073,0.137075247096169,0.147752687396292,0.021463097900584,417509.506355873,661713.434460703
280,0.645774319624225,0.113629029366417,0.040302628276381,0.053461938398652,422509.50635586,661713.434460703
281,0.624690738283911,0.08006741009,0.026497902398795,0.165477428376779,427509.506355848,661713.434460703
282,0.208246158285838,0.038705721087945,0.01684582641945,0.48236058004473,432509.506355835,661713.434460703
283,0.274480978163434,0.061350353185844,0.028398293233891,0.320592348237656,437509.506355822,661713.434460703
284,0.410018286779734,0.051884255441213,0.018286779733945,0.083688909605938,442509.506355809,661713.434460703
285,0.28850732270399,0.141367866676286,0.074489575066734,0.038164634586249,447509.506355796,661713.434460703
286,0.189788088493671,0.063860303345405,0.038689088888092,0.05091613180824,452509.506355783,661713.434460703
287,0.278102477679372,0.110437807020689,0.076768618451719,0.112015489978128,457509.506355771,661713.434460703
288,0.313541591515764,0.18800952312243,0.041302936296083,0.101543900151504,462509.506355758,661713.434460703
289,0.438954426476389,0.285739897450608,0.100254580659041,0.09939402631862,467509.506355745,661713.434460703
290,0.748108573272616,0.1663379827172,0.018645344042454,0.024131377962638,472509.506355732,661713.434460703
291,0.621528028280788,0.108397662506313,0.011651396003174,0.079395426015439,477509.506355719,661713.434460703
292,0.700347807379254,0.113413890781312,0.014199146616946,0.144752411344975,482509.506355707,661713.434460703
